Feature Identification Number,Census Tract,Area in Square Miles,MENI Equity Need Tier,Percentile for MENI,EFC Designation,Total Households,Total Population,Total Low-Income Households,Percent Low-Income Households,Percentile for Low-Income Households,Total Zero-Vehicle Households,Percent Zero-Vehicle Households,Percentile for Zero-Vehicle Households,Total BIPOC Population,Percent BIPOC Population,Percentile for BIPOC Population,Percentile for Low-Income and Zero Vehicle Households,Percentile for Low-Income Households and BIPOC Population,LA County Subregional Boundaries,LA County Supervisorial Districts,City Name,Community Name,City/Community Name,Census Designated Place,Jurisdiction Type,Shape__Area,Shape__Length
2255,06037481800,0.320278,Moderate Need,46.6,Non-EFC,883,2485,323,36.58,36.9,70,7.93,59.2,2171,87.36,57.2,48.4,45.4,San Gabriel Valley,1,Alhambra, ,Alhambra,Alhambra,Incorporated City,1211812.7578125,4657.50834769512
2256,06037104108,0.421508,Very High Need,82.7,EFC,1340,5551,757,56.49,73.5,234,17.46,86.9,5277,95.06,74.8,82.8,77.9,San Fernando Valley,3,Los Angeles, ,Los Angeles,Los Angeles,Incorporated City,1602632.1796875,6875.51786808247
2257,06037139704,2.44604,Very Low Need,0.9,Non-EFC,954,2620,102,10.69,0.7,19,1.99,16.5,152,5.8,0,4.9,0,San Fernando Valley,3,Los Angeles, ,Los Angeles,Los Angeles,Incorporated City,9271397.75390625,15473.0321682551
2258,06037120300,0.668143,Moderate Need,47.7,Non-EFC,1418,5066,641,45.2,54.4,56,3.95,33.5,4202,82.95,50.3,43.4,51.7,San Fernando Valley,3,Los Angeles, ,Los Angeles,Los Angeles,Incorporated City,2536913.828125,6811.94194558446
2259,06037910706,7.9973,Moderate Need,45.6,Non-EFC,1490,6170,600,40.27,43.7,62,4.16,34.9,5597,90.71,63.9,38.1,54.1,North Los Angeles County,5,Palmdale, ,Palmdale,Palmdale,Incorporated City,30609242.8984375,27273.8358828328
2260,06037900501,1.20306,Moderate Need,48.3,Non-EFC,1959,7517,951,48.55,60.3,60,3.06,26.4,6054,80.54,47,42.8,53.9,North Los Angeles County,5,Lancaster, ,Lancaster,Lancaster,Incorporated City,4618866.17578125,8637.25158146943
2261,06037115101,1.49993,Low Need,22.8,Non-EFC,1904,4932,536,28.15,19.6,120,6.3,49.8,2311,46.86,20.2,32.5,16.5,San Fernando Valley,3,Los Angeles, ,Los Angeles,Los Angeles,Incorporated City,5698419.62890625,9746.27009289634
2262,06037106111,1.07459,Very Low Need,18.8,Non-EFC,1349,4428,326,24.17,13.7,48,3.56,30.4,3271,73.87,40.8,18.1,23.7,San Fernando Valley,3,Los Angeles, ,Los Angeles,Los Angeles,Incorporated City,4090148.69140625,10124.2511355395
2263,06037134302,0.504644,Moderate Need,40.1,Non-EFC,1403,4136,443,31.58,26.5,214,15.25,83.2,2443,59.07,29.1,56.6,24.4,San Fernando Valley,3,Los Angeles, ,Los Angeles,Los Angeles,Incorporated City,1916058.94921875,5631.69190482305
2264,06037264000,0.721519,Very Low Need,0.8,Non-EFC,1257,3150,238,18.93,6.7,11,0.88,7.3,306,9.71,0,3.5,1.3,Westside Cities,3,Los Angeles, ,Los Angeles,Los Angeles,Incorporated City,2729275.61328125,8409.65157333545
2265,06037213310,0.120028,Very High Need,88.2,EFC,1029,2731,598,58.11,75.9,209,20.31,90.8,2672,97.84,86.3,86.1,85.7,Central Los Angeles,2,Los Angeles, ,Los Angeles,Los Angeles,Incorporated City,453987.62109375,2873.16321283928
2266,06037209810,0.0595687,Very High Need,94.5,EFC,737,2640,580,78.7,98.5,216,29.31,96.3,2382,90.23,62.8,98.5,85.2,Central Los Angeles,1,Los Angeles, ,Los Angeles,Los Angeles,Incorporated City,225300.3671875,1985.92205120311
2267,06037403401,0.866792,Low Need,27.6,Non-EFC,1523,5092,442,29.02,21.3,35,2.3,19.5,4672,91.75,66.5,16.7,41.9,San Gabriel Valley,1,West Covina, ,West Covina,West Covina,Incorporated City,3275664.01953125,11519.8713942951
2268,06037206050,0.688073,Very High Need,95.6,EFC,821,2192,577,70.28,93.1,238,28.99,96.2,2097,95.67,77,96.4,89.9,Central Los Angeles,1,Los Angeles, ,Los Angeles,Los Angeles,Incorporated City,2601343.3515625,9399.6752572635
2269,06037228100,0.392779,Moderate Need,58.6,Non-EFC,1159,5377,630,54.36,69.9,15,1.29,11.2,5086,94.59,73.6,39.6,74.9,Central Los Angeles,2,Los Angeles, ,Los Angeles,Los Angeles,Incorporated City,1484201.25,5563.50883086998
2270,06037122121,0.15905,High Need,65.2,EFC,758,2909,429,56.6,73.8,30,3.96,33.5,2655,91.27,65.1,55,72.2,San Fernando Valley,3,Los Angeles, ,Los Angeles,Los Angeles,Incorporated City,603891.09765625,4373.90440109299
2271,06037400207,1.93415,Very Low Need,1.6,Non-EFC,1460,4625,202,13.84,2.3,0,0,0,2080,44.97,19.1,0.3,6.5,San Gabriel Valley,5,La Verne, ,La Verne,La Verne,Incorporated City,7331460.28515625,20267.1661635923
2272,06037670702,2.61708,Very Low Need,3.1,Non-EFC,2084,5839,441,21.16,9.3,21,1.01,8.6,1751,29.99,7.5,5.4,4.5,South Bay,4,Rancho Palos Verdes, ,Rancho Palos Verdes,Rancho Palos Verdes,Incorporated City,9830180.453125,21763.7434359535
2273,06037408137,0.324226,Low Need,38.2,Non-EFC,1367,4134,518,37.89,39.3,21,1.54,12.9,3860,93.37,70.6,22.4,55.3,San Gabriel Valley,1, ,South San Jose Hills,South San Jose Hills,South San Jose Hills,Unincorporated Area,1225125.66796875,5204.83404253614
2274,06037408003,0.524509,Moderate Need,51.8,Non-EFC,1178,4415,415,35.23,33.7,103,8.74,63.2,4174,94.54,73.4,49,53.8,San Gabriel Valley,1,West Covina, ,West Covina,West Covina,Incorporated City,1983669.97265625,6050.1809568303
2275,06037431300,0.316033,Very Low Need,13.5,Non-EFC,826,2700,235,28.45,20.1,0,0,0,1856,68.74,37.2,6.3,25.7,San Gabriel Valley,5, ,South Monrovia Islands,South Monrovia Islands,Mayflower Village,Unincorporated Area,1197428.41015625,5287.68773214538
2276,06037201501,0.341108,Moderate Need,50.5,Non-EFC,1536,5560,617,40.17,43.5,98,6.38,50.1,5016,90.22,62.8,47.1,53.3,Central Los Angeles,1,Los Angeles, ,Los Angeles,Los Angeles,Incorporated City,1291266.95703125,5219.28866617542
2277,06037190902,0.188017,High Need,72.1,EFC,1573,3793,898,57.09,74.6,348,22.12,92.4,2617,69,37.4,86.3,56.7,Central Los Angeles,3,Los Angeles, ,Los Angeles,Los Angeles,Incorporated City,711870.8828125,3412.67352931829
2278,06037143500,0.483417,Very Low Need,13.2,Non-EFC,2373,5633,721,30.38,24.3,72,3.03,26.2,1338,23.75,3.7,21.3,10,San Fernando Valley,3,Los Angeles, ,Los Angeles,Los Angeles,Incorporated City,1832606.2578125,6891.97324474382
2279,06037602601,0.501527,Moderate Need,57.8,Non-EFC,1654,5076,726,43.89,51.2,97,5.86,47.1,4781,94.19,72.7,49.9,63.4,South Bay,2,Gardena, ,Gardena,Gardena,Incorporated City,1890857.171875,5832.86739590856
2280,06037900510,0.88489,High Need,63.4,EFC,1080,3685,788,72.96,95.5,0,0,0,3000,81.41,48.1,48.1,75,North Los Angeles County,5,Lancaster, ,Lancaster,Lancaster,Incorporated City,3396950.3359375,9865.45783060249
2281,06037920120,2.8291,Very Low Need,9.1,Non-EFC,1029,4062,62,6.03,0.2,30,2.92,25.2,2593,63.84,32.9,9,12.9,North Los Angeles County,5, ,Santa Clarita Valley,Santa Clarita Valley,,Unincorporated Area,10809801.9960938,15861.6082410168
2282,06037463103,1.42717,Low Need,24.1,Non-EFC,2005,6125,656,32.72,29,43,2.14,17.9,4579,74.76,41.4,19.2,32.6,San Gabriel Valley,5, ,East Pasadena - East San Gabriel,East Pasadena - East San Gabriel,East Pasadena,Unincorporated Area,5409145.7578125,14539.7659917872
2283,06037800206,3.57716,Very Low Need,0.6,Non-EFC,1171,3808,151,12.89,1.8,14,1.2,10.2,667,17.52,1.3,2.8,0.3,Las Virgenes/Malibu,3,Hidden Hills, ,Hidden Hills,Hidden Hills,Incorporated City,13564952.6914063,18086.8325924475
2284,06037555106,0.349203,High Need,67.2,EFC,922,2903,446,48.37,59.8,81,8.79,63.3,2708,93.28,70.4,64.7,67.1,Gateway Cities,4,Hawaiian Gardens, ,Hawaiian Gardens,Hawaiian Gardens,Incorporated City,1314183,5159.90647026075
2285,06037133102,0.330346,High Need,67.5,EFC,1420,3944,821,57.82,75.3,298,20.99,91.3,1866,47.31,20.5,86,46.4,San Fernando Valley,3,Los Angeles, ,Los Angeles,Los Angeles,Incorporated City,1253418.546875,4450.96333750115
2286,06037551001,0.560065,Low Need,32.1,Non-EFC,911,2966,232,25.47,15.4,81,8.89,63.9,2422,81.66,48.3,38.5,29.1,Gateway Cities,4,Downey, ,Downey,Downey,Incorporated City,2112652.50390625,7600.39932137028
2287,06037101222,0.110867,High Need,78.3,EFC,969,2717,722,74.51,96.4,196,20.23,90.5,1251,46.04,19.7,95.4,58.8,San Fernando Valley,5,Los Angeles, ,Los Angeles,Los Angeles,Incorporated City,421315.37890625,3600.42663920865
2288,06037273403,0.102934,Excluded,,Excluded,1020,1429,0,0,,0,0,,0,0,,,,Westside Cities,3,Los Angeles, ,Los Angeles,Los Angeles,Incorporated City,388787.34375,3160.03269869614
2289,06037311700,0.907674,Very Low Need,16.8,Non-EFC,2616,5966,879,33.6,30.9,49,1.87,15.6,2272,38.08,13.2,18.9,18.9,Arroyo Verdugo,5,Burbank, ,Burbank,Burbank,Incorporated City,3442075.4296875,7678.27494913206
2290,06037920039,0.408437,Very Low Need,8.1,Non-EFC,484,1623,92,19.01,6.9,13,2.69,22.7,727,44.79,18.9,11.1,8.9,North Los Angeles County,5,Santa Clarita, ,Santa Clarita,Santa Clarita,Incorporated City,1558418.76953125,6202.21015175803
2291,06037127300,0.410696,High Need,61,EFC,1350,3693,719,53.26,68.4,90,6.67,51.5,2822,76.41,42.9,63.1,56.3,San Fernando Valley,3,Los Angeles, ,Los Angeles,Los Angeles,Incorporated City,1559144.62109375,5561.05834120634
2292,06037910804,20.1712,Very Low Need,14.6,Non-EFC,1057,2986,362,34.25,32.1,8,0.76,6.1,1138,38.11,13.3,15.1,19.3,North Los Angeles County,5, ,Antelope Valley,Antelope Valley,Acton,Unincorporated Area,77139132.4335938,44771.679499317
2293,06037920035,0.961056,Low Need,33.2,Non-EFC,2238,7120,830,37.09,37.7,92,4.11,34.8,4916,69.04,37.5,34.6,35.3,North Los Angeles County,5,Santa Clarita, ,Santa Clarita,Santa Clarita,Incorporated City,3666713.35546875,7378.05241509685
2294,06037401311,1.65269,Low Need,26.7,Non-EFC,2196,6626,724,32.97,29.6,111,5.05,42.1,3392,51.19,23.6,33.9,23,San Gabriel Valley,5,San Dimas, ,San Dimas,San Dimas,Incorporated City,6259906.68359375,11571.4846831058
2295,06037920121,4.7041,Very Low Need,4.1,Non-EFC,2780,9385,343,12.34,1.3,14,0.5,3.8,5495,58.55,28.9,0.7,11.3,North Los Angeles County,5,Santa Clarita, ,Santa Clarita,Santa Clarita,Incorporated City,17959054.9804688,23182.3291648384
2296,06037275312,0.313693,Very Low Need,19.5,Non-EFC,1048,2061,349,33.3,30.3,45,4.29,35.9,423,20.52,2.3,30.8,12.6,Westside Cities,2,Los Angeles, ,Los Angeles,Los Angeles,Incorporated City,1184539.953125,5252.99487414808
2297,06037207308,0.0176688,Excluded,,Excluded,830,1323,0,0,,0,0,,0,0,,,,Central Los Angeles,1,Los Angeles, ,Los Angeles,Los Angeles,Incorporated City,66819.9609375,1036.85792732533
2298,06037433803,0.4653,Moderate Need,47.2,Non-EFC,885,3363,342,38.64,40.4,34,3.84,32.6,3215,95.6,76.8,34.9,59.5,San Gabriel Valley,1,South El Monte, ,South El Monte,South El Monte,Incorporated City,1759468.44140625,7904.38482711493
2299,06037208002,0.154388,Very High Need,94.1,EFC,1321,4920,918,69.49,92.1,270,20.44,91,4705,95.63,76.9,93.8,89.1,Central Los Angeles,1,Los Angeles, ,Los Angeles,Los Angeles,Incorporated City,584148.52734375,3437.26151709154
2300,06037480601,0.263471,Very Low Need,16.2,Non-EFC,1512,3925,465,30.75,24.9,0,0,0,2669,68,36.3,8.8,28.1,Arroyo Verdugo,5,South Pasadena, ,South Pasadena,South Pasadena,Incorporated City,998141.40625,4991.30892950981
2301,06037113239,0.169965,Very High Need,84.5,EFC,878,2183,597,68,90.3,170,19.36,89.5,1785,81.77,48.6,92.1,72.2,San Fernando Valley,3,Los Angeles, ,Los Angeles,Los Angeles,Incorporated City,645602.7265625,3595.33393542471
2302,06037604200,0.481112,Moderate Need,45.9,Non-EFC,1659,6009,686,41.35,46.3,49,2.95,25.5,5591,93.04,69.8,33.9,58.8,South Bay,2,Inglewood, ,Inglewood,Inglewood,Incorporated City,1814668.51953125,6436.74450883364
2303,06037910213,11.3131,Excluded,,Excluded,462,1464,0,0,,0,0,,0,0,,,,North Los Angeles County,5, ,Antelope Valley,Antelope Valley,,Unincorporated Area,43280522.171875,29688.2003249435
2304,06037901217,22.4861,Low Need,29.9,Non-EFC,653,1685,198,30.32,24.2,82,12.56,76.7,481,28.55,6.7,51.3,11.8,North Los Angeles County,5, ,Antelope Valley,Antelope Valley,Leona Valley,Unincorporated Area,86213680.5039063,65602.7880000445
2305,06037670102,0.211869,Low Need,38.9,Non-EFC,1552,3973,691,44.52,53,41,2.64,22.5,2770,69.72,38,36.2,43.5,South Bay,4,Lomita, ,Lomita,Lomita,Incorporated City,796467.99609375,4425.37467159342
2306,06037293203,0.180803,Moderate Need,50.2,Non-EFC,1011,3013,490,48.47,60.2,32,3.17,27.1,2521,83.67,51.6,43.1,56.6,South Bay,2,Los Angeles, ,Los Angeles,Los Angeles,Incorporated City,680392.1171875,3537.75234210165
2307,06037135205,1.02653,Very Low Need,14.2,Non-EFC,778,1938,270,34.7,32.8,14,1.8,14.8,357,18.42,1.7,19.6,13.7,San Fernando Valley,3, ,Westhills,Westhills,,Unincorporated Area,3895732.00390625,9035.35507502302
2308,06037134906,0.0676277,Moderate Need,59,Non-EFC,1135,3042,560,49.34,61.4,79,6.96,53.6,2433,79.98,46.6,60.4,54.4,San Fernando Valley,3,Los Angeles, ,Los Angeles,Los Angeles,Incorporated City,256642.5390625,2705.94394011254
2309,06037273404,0.0950323,Excluded,,Excluded,1073,1437,0,0,,0,0,,0,0,,,,Westside Cities,3,Los Angeles, ,Los Angeles,Los Angeles,Incorporated City,358977.56640625,2942.3632302634
2310,06037980036,3.37582,Excluded,,Excluded,164,1039,0,0,,0,0,,0,0,,,,San Gabriel Valley,1, ,Whittier Narrows,Whittier Narrows,,Unincorporated Area,12764120.0664063,23262.207646209
2311,06037123901,0.497465,Moderate Need,50.7,Non-EFC,1486,4862,802,53.97,69.3,39,2.62,22.3,3544,72.89,40,45.9,54.9,San Fernando Valley,3,Los Angeles, ,Los Angeles,Los Angeles,Incorporated City,1887532.546875,5541.49130383869
2312,06037186301,0.458329,Moderate Need,54.1,Non-EFC,833,2749,375,45.02,54.1,61,7.32,56.2,2242,81.56,48.2,57.1,50.1,Central Los Angeles,1,Los Angeles, ,Los Angeles,Los Angeles,Incorporated City,1736464.34375,6534.23222308127
2313,06037194402,0.227266,Very Low Need,15.7,Non-EFC,2096,3362,753,35.93,35.1,40,1.91,15.7,614,18.26,1.6,21.5,14.8,Central Los Angeles,3,Los Angeles, ,Los Angeles,Los Angeles,Incorporated City,860286.12890625,5228.03819419366
2314,06037208802,0.0817621,Very High Need,87.8,EFC,1478,3049,975,65.97,88.2,571,38.63,98.4,2652,86.98,56.7,95.2,76,Central Los Angeles,1,Los Angeles, ,Los Angeles,Los Angeles,Incorporated City,309335.05078125,2835.07042717228
2315,06037214503,0.0879685,Low Need,37.4,Non-EFC,1416,3334,488,34.46,32.5,141,9.96,68.3,1752,52.55,24.3,51.2,25.2,Central Los Angeles,2,Los Angeles, ,Los Angeles,Los Angeles,Incorporated City,332852.19140625,2516.0180375248
2316,06037241201,0.187643,Very High Need,84.9,EFC,905,3245,524,57.9,75.5,102,11.27,72.9,3210,98.92,91.7,77.2,88.3,Central Los Angeles,2,Los Angeles, ,Los Angeles,Los Angeles,Incorporated City,707902.37890625,3741.34673686839
2317,06037272201,0.0999291,Moderate Need,44,Non-EFC,1056,2209,458,43.37,50.2,78,7.39,56.6,1127,51.02,23.4,54.7,34.7,Westside Cities,3,Los Angeles, ,Los Angeles,Los Angeles,Incorporated City,377521.6875,2466.09160516992
2318,06037195201,0.228416,Very Low Need,19,Non-EFC,1604,3013,531,33.1,29.9,52,3.24,27.7,1026,34.05,10.1,25.3,16.6,Central Los Angeles,1,Los Angeles, ,Los Angeles,Los Angeles,Incorporated City,865119.421875,5052.29106846485
2319,06037503106,0.356977,High Need,63.8,EFC,1175,3869,532,45.28,54.6,184,15.66,83.7,3187,82.37,49.5,72.7,51.2,Gateway Cities,4, ,South Whittier - Sunshine Acres,South Whittier - Sunshine Acres,South Whittier,Unincorporated Area,1346124.7265625,5328.74359782092
2320,06037535001,0.17361,High Need,74.6,EFC,911,3992,539,59.17,77.9,33,3.62,30.8,3977,99.62,96.8,56,92.4,Gateway Cities,2, ,Florence - Firestone,Florence - Firestone,Florence-Graham,Unincorporated Area,655436.6484375,3260.60365873998
2321,06037104403,0.265405,High Need,67.2,EFC,576,2723,247,42.88,49.3,42,7.29,56,2723,100,98.8,54,77.7,San Fernando Valley,3,Los Angeles, ,Los Angeles,Los Angeles,Incorporated City,1008761.9765625,5934.76751211098
2322,06037910715,0.764285,High Need,67.6,EFC,1759,6076,1022,58.1,75.8,83,4.72,39.6,5484,90.26,62.9,60.7,72,North Los Angeles County,5,Palmdale, ,Palmdale,Palmdale,Incorporated City,2925329.3671875,7944.83012869574
2323,06037701902,0.594991,Moderate Need,57.3,Non-EFC,3095,4843,1499,48.43,60,953,30.79,97.1,1491,30.79,8,81.2,31.4,Westside Cities,3,Santa Monica, ,Santa Monica,Santa Monica,Incorporated City,2248523.671875,6126.39615226535
2324,06037408626,0.959274,Moderate Need,48.6,Non-EFC,1355,3981,536,39.56,42.6,57,4.21,35.4,3786,95.1,75,37.6,59.7,San Gabriel Valley,1, ,Rowland Heights,Rowland Heights,Rowland Heights,Unincorporated Area,3622748.3984375,9372.23369532602
2325,06037402403,0.777255,Moderate Need,42.3,Non-EFC,1083,5749,426,39.34,42.1,56,5.17,42.9,4734,82.34,49.4,41.6,43.9,San Gabriel Valley,1,Pomona, ,Pomona,Pomona,Incorporated City,2939809.92578125,11663.5994251476
2326,06037503501,0.592775,Low Need,36.3,Non-EFC,1961,6643,780,39.78,43,51,2.6,22,5487,82.6,49.9,30,44.9,Gateway Cities,4, ,South Whittier - Sunshine Acres,South Whittier - Sunshine Acres,South Whittier,Unincorporated Area,2235938.0078125,8171.25255018154
2327,06037651401,0.383679,Low Need,33.3,Non-EFC,1178,2509,468,39.73,42.9,61,5.18,43.1,1085,43.24,17.8,42.3,27.6,South Bay,4,Torrance, ,Torrance,Torrance,Incorporated City,1442317.40625,7492.23580453047
2328,06037430102,0.494689,Moderate Need,44.3,Non-EFC,1238,4768,440,35.54,34.5,90,7.27,55.7,4209,88.28,59,45,45.1,San Gabriel Valley,5,Duarte, ,Duarte,Duarte,Incorporated City,1874495.359375,6931.65649818638
2329,06037183620,0.201064,Moderate Need,57.1,Non-EFC,1021,3038,488,47.8,58.8,88,8.62,62.4,2237,73.63,40.7,63.8,48.5,Central Los Angeles,1,Los Angeles, ,Los Angeles,Los Angeles,Incorporated City,761639.2421875,3427.13952490191
2330,06037301701,0.364245,Moderate Need,46.5,Non-EFC,1065,2837,437,41.03,45.5,125,11.74,74.3,1348,47.51,20.6,63.1,30.4,Arroyo Verdugo,5,Glendale, ,Glendale,Glendale,Incorporated City,1381179.734375,5710.47196331252
2331,06037401902,1.02801,Low Need,35.1,Non-EFC,2921,6511,956,32.73,29.1,395,13.52,79.6,2358,36.22,11.4,56,16.9,San Gabriel Valley,5,Claremont, ,Claremont,Claremont,Incorporated City,3892860.16015625,9117.83819097041
2332,06037900607,0.661863,High Need,62.4,EFC,1091,3972,608,55.73,72.4,73,6.69,51.9,2771,69.76,38,65.5,55.7,North Los Angeles County,5,Lancaster, ,Lancaster,Lancaster,Incorporated City,2541732.24609375,7288.22210257741
2333,06037236205,0.0655297,Very High Need,95.7,EFC,1281,3347,1122,87.59,99.6,357,27.87,95.5,3074,91.84,66.7,98.7,87.8,Central Los Angeles,2,Los Angeles, ,Los Angeles,Los Angeles,Incorporated City,247651.54296875,2225.22008588869
2334,06037502303,0.898366,High Need,61.7,EFC,2045,8506,981,47.97,59.2,101,4.94,41.4,8083,95.03,74.7,51.1,69.2,Gateway Cities,4, ,West Whittier - Los Nietos,West Whittier - Los Nietos,West Whittier-Los Nietos,Unincorporated Area,3391332.28515625,8067.52818599521
2335,06037264303,0.0811059,Very Low Need,4.7,Non-EFC,1543,2836,308,19.96,7.8,35,2.27,19.1,883,31.14,8.2,9.7,4.3,Westside Cities,3,Los Angeles, ,Los Angeles,Los Angeles,Incorporated City,306774.77734375,2424.8605653633
2336,06037216201,0.175259,Low Need,29.6,Non-EFC,1393,2578,525,37.69,38.8,61,4.38,36.8,1144,44.38,18.8,36.4,26,Central Los Angeles,2,Los Angeles, ,Los Angeles,Los Angeles,Incorporated City,663025.16796875,3714.3907761762
2337,06037190701,0.170851,High Need,74.8,EFC,929,1693,582,62.65,83.4,404,43.49,99,933,55.11,26.3,93.5,55.2,Central Los Angeles,3,Los Angeles, ,Los Angeles,Los Angeles,Incorporated City,646960.484375,3641.66310579238
2338,06037431701,1.26728,Low Need,38.6,Non-EFC,2101,6094,733,34.89,33.2,100,4.76,39.8,5358,87.92,58.1,34.9,43.8,San Gabriel Valley,5,Arcadia, ,Arcadia,Arcadia,Incorporated City,4801192.77734375,9311.99566877774
2339,06037920341,0.225082,Very High Need,82.7,EFC,770,3299,535,69.48,92.1,57,7.4,56.8,3018,91.48,65.7,77.4,83.3,North Los Angeles County,5,Santa Clarita, ,Santa Clarita,Santa Clarita,Incorporated City,858003.4375,4855.60454453189
2340,06037910720,0.647883,High Need,67.4,EFC,1391,4591,778,55.93,72.7,128,9.2,65.7,3586,78.11,44.6,72.8,59.6,North Los Angeles County,5,Palmdale, ,Palmdale,Palmdale,Incorporated City,2480428.3671875,6988.09090102567
2341,06037143401,0.427809,Low Need,20,Non-EFC,2342,5602,342,14.6,2.9,359,15.33,83.4,1561,27.87,6.3,42.5,2,San Fernando Valley,3,Los Angeles, ,Los Angeles,Los Angeles,Incorporated City,1622020.4609375,5520.00480664967
2342,06037900902,45.9073,Low Need,37.3,Non-EFC,622,1534,334,53.7,69,10,1.61,13.5,459,29.92,7.4,40.5,35.8,North Los Angeles County,5, ,Antelope Valley,Antelope Valley,,Unincorporated Area,176697187.1875,65520.8306364424
2343,06037530802,0.218721,High Need,62.7,EFC,844,3088,383,45.38,54.8,50,5.92,47.3,2974,96.31,79.6,52.2,69.4,Central Los Angeles,1, ,East Los Angeles,East Los Angeles,East Los Angeles,Unincorporated Area,827309.609375,4631.70985363476
2344,06037530101,0.392859,Very High Need,87.5,EFC,1651,5268,1075,65.11,87,282,17.08,86.3,4862,92.29,67.9,89.1,81.7,Gateway Cities,1,Montebello, ,Montebello,Montebello,Incorporated City,1484591.6796875,5112.96422551786
2345,06037670417,0.775282,Very Low Need,5,Non-EFC,1026,2728,213,20.76,8.6,4,0.39,3.3,1327,48.64,21.7,2.8,11.4,South Bay,4,Rancho Palos Verdes, ,Rancho Palos Verdes,Rancho Palos Verdes,Incorporated City,2913727.91796875,7366.17149302825
2346,06037570306,0.179746,Moderate Need,56.2,Non-EFC,892,2906,486,54.48,70.1,24,2.69,22.8,2485,85.51,54.2,46.8,63.8,Gateway Cities,4,Long Beach, ,Long Beach,Long Beach,Incorporated City,676919.1015625,3223.82844236367
2347,06037310704,0.191392,High Need,67.8,EFC,2084,4050,1240,59.5,78.5,501,24.04,93.9,1567,38.69,13.9,88.5,44.5,Arroyo Verdugo,5,Burbank, ,Burbank,Burbank,Incorporated City,726158.03515625,3579.89850155042
2348,06037551204,0.262444,Moderate Need,43.3,Non-EFC,1071,3390,476,44.44,52.8,16,1.49,12.5,3029,89.35,60.9,30.4,57.3,Gateway Cities,4,Downey, ,Downey,Downey,Incorporated City,989804.0390625,4547.84592426558
2349,06037980021,2.69489,Excluded,,Excluded,14,45,0,0,,0,0,,0,0,,,,San Fernando Valley,5,Los Angeles, ,Los Angeles,Los Angeles,Incorporated City,10244757.7421875,18646.4634876601
2350,06037125310,0.406986,Moderate Need,52.5,Non-EFC,1893,3844,1047,55.31,71.6,83,4.38,36.9,2192,57.02,27.5,55.9,48.3,San Fernando Valley,5,Los Angeles, ,Los Angeles,Los Angeles,Incorporated City,1543648.6015625,7091.71523233228
